,departamento,municipio,cod_mpio,category,place_type,name,types,latitude,longitude,address,place_link,city,rating,text_en,municipality_std,text_es,text_es_norm,tokens_es,sentiment_score,sentiment_label,doc_clean
1397,CAUCA,SAN SEBASTIAN,19693,Alojamiento / Hospedajes,Posadas rurales,Posada Tucán Suyú,"establishment,park,point_of_interest",1.9139977,-76.630973,"W979+HJ, San Sebastián",https://maps.google.com/?cid=5702852977030714409,W979+HJ,5.0,"Dos Gustavo is incredible, and the Colombian Massif is unparalleled. A place worth exploring and exploring. Thank you for everything.",SAN SEBASTIAN,"Dos Gustavo es increíble, y el macizo colombiano no tiene paralelo. Un lugar que vale la pena explorar y explorar. Gracias por todo.",dos gustavo es increible y el macizo colombiano no tiene paralelo un lugar que vale la pena explorar y explorar gracias por todo,"['gustavo', 'increible', 'macizo', 'colombiano', 'paralelo', 'lugar', 'vale', 'pena', 'explorar', 'explorar', 'gracias', 'todo']",1,positive,gustavo increible macizo colombiano paralelo vale pena explorar explorar gracias todo
1398,CAUCA,LA SIERRA,19392,Alojamiento / Hospedajes,Posadas rurales,Hotel Tiempos Dorados,"establishment,lodging,point_of_interest",2.1771341,-76.7639232,"Cra. 2 #N°1-135, Barrio Fatima, La Sierra",https://maps.google.com/?cid=8781053021261600401,Barrio Fatima,5.0,Great place!!!,LA SIERRA,Gran lugar !!!,gran lugar,"['gran', 'lugar']",0,neutral,gran
1399,CAUCA,LA SIERRA,19392,Alojamiento / Hospedajes,Posadas rurales,Hotel Tiempos Dorados,"establishment,lodging,point_of_interest",2.1771341,-76.7639232,"Cra. 2 #N°1-135, Barrio Fatima, La Sierra",https://maps.google.com/?cid=8781053021261600401,Barrio Fatima,3.0,Normal,LA SIERRA,Normal,normal,['normal'],0,neutral,normal
1400,CAUCA,LA SIERRA,19392,Alojamiento / Hospedajes,Posadas rurales,Hotel Tiempos Dorados,"establishment,lodging,point_of_interest",2.1771341,-76.7639232,"Cra. 2 #N°1-135, Barrio Fatima, La Sierra",https://maps.google.com/?cid=8781053021261600401,Barrio Fatima,3.0,"A good place with attentive service from the owners. The rooms are very comfortable, there's Wi-Fi, and easy access. There's no parking, but there's a nearby spot. Very impeccable. I highly recommend it.",LA SIERRA,"Un buen lugar con un servicio atento de los propietarios. Las habitaciones son muy cómodas, hay Wi-Fi y fácil acceso. No hay estacionamiento, pero hay un lugar cercano. Muy impecable. Lo recomiendo encarecidamente.",un buen lugar con un servicio atento de los propietarios las habitaciones son muy comodas hay wi fi y facil acceso no hay estacionamiento pero hay un lugar cercano muy impecable lo recomiendo encarecidamente,"['buen', 'lugar', 'servicio', 'atento', 'propietarios', 'habitaciones', 'comodas', 'facil', 'acceso', 'estacionamiento', 'lugar', 'cercano', 'impecable', 'recomiendo', 'encarecidamente']",1,positive,buen servicio atento propietarios habitaciones comodas facil acceso estacionamiento cercano impecable recomiendo encarecidamente
1401,CAUCA,LA SIERRA,19392,Alojamiento / Hospedajes,Posadas rurales,Hotel Tiempos Dorados,"establishment,lodging,point_of_interest",2.1771341,-76.7639232,"Cra. 2 #N°1-135, Barrio Fatima, La Sierra",https://maps.google.com/?cid=8781053021261600401,Barrio Fatima,4.0,"Excellent place, comfortable, cozy and very good service",LA SIERRA,"Excelente lugar, cómodo, acogedor y muy buen servicio",excelente lugar comodo acogedor y muy buen servicio,"['excelente', 'lugar', 'comodo', 'acogedor', 'buen', 'servicio']",1,positive,excelente comodo acogedor buen servicio
1402,CAUCA,LA SIERRA,19392,Alojamiento / Hospedajes,Posadas rurales,Hotel Tiempos Dorados,"establishment,lodging,point_of_interest",2.1771341,-76.7639232,"Cra. 2 #N°1-135, Barrio Fatima, La Sierra",https://maps.google.com/?cid=8781053021261600401,Barrio Fatima,5.0,"Excellent, very good service, comfortable, and very pretty",LA SIERRA,"Excelente, muy buen servicio, cómodo y muy bonito",excelente muy buen servicio comodo y muy bonito,"['excelente', 'buen', 'servicio', 'comodo', 'bonito']",2,positive,excelente buen servicio comodo bonito
1403,CAUCA,LA SIERRA,19392,Alojamiento / Hospedajes,Fincas turísticas,Finca Buena Vista,"establishment,point_of_interest,tourist_attraction",2.1569598,-76.74532769999999,"5743+QV, La Sierra",https://maps.google.com/?cid=1890473988906844980,5743+QV,4.0,,LA SIERRA,,,[],0,neutral,
1404,CAUCA,SAN SEBASTIAN,19693,Alojamiento / Hospedajes,Fincas turísticas,"Finca Integral La Libertad, Venecia, San Sebastian, Cauca","establishment,point_of_interest,tourist_attraction",1.8804967,-76.7485547,San Sebastián,https://maps.google.com/?cid=4852467787321432924,,5.0,The products are completely organic...,SAN SEBASTIAN,Los productos son completamente orgánicos ...,los productos son completamente organicos,"['productos', 'completamente', 'organicos']",0,neutral,productos completamente organicos
1405,CAUCA,SAN SEBASTIAN,19693,Alojamiento / Hospedajes,Fincas turísticas,"Finca Integral La Libertad, Venecia, San Sebastian, Cauca","establishment,point_of_interest,tourist_attraction",1.8804967,-76.7485547,San Sebastián,https://maps.google.com/?cid=4852467787321432924,,4.0,,SAN SEBASTIAN,,,[],0,neutral,
1406,CAUCA,SAN SEBASTIAN,19693,Alojamiento / Hospedajes,Fincas turísticas,Finca La Fuente ️,"establishment,point_of_interest,tourist_attraction",1.909201,-76.7395935,"Vereda BELLA VISTA, San Sebastián",https://maps.google.com/?cid=16827413791620442532,Vereda BELLA VISTA,3.0,brilliant...,SAN SEBASTIAN,brillante...,brillante,['brillante'],0,neutral,brillante
1407,CAUCA,SAN SEBASTIAN,19693,Alojamiento / Hospedajes,Fincas turísticas,Finca La Fuente ️,"establishment,point_of_interest,tourist_attraction",1.909201,-76.7395935,"Vereda BELLA VISTA, San Sebastián",https://maps.google.com/?cid=16827413791620442532,Vereda BELLA VISTA,5.0,,SAN SEBASTIAN,,,[],0,neutral,
1408,CAUCA,SAN SEBASTIAN,19693,Alojamiento / Hospedajes,Fincas turísticas,Finca La Fuente ️,"establishment,point_of_interest,tourist_attraction",1.909201,-76.7395935,"Vereda BELLA VISTA, San Sebastián",https://maps.google.com/?cid=16827413791620442532,Vereda BELLA VISTA,3.0,,SAN SEBASTIAN,,,[],0,neutral,
1409,CAUCA,BOLIVAR,19100,Alojamiento / Hospedajes,Fincas turísticas,Finca La Estrellita,"establishment,point_of_interest,tourist_attraction",1.9726086,-76.9550426,"Cl. 1ª A, Bolívar",https://maps.google.com/?cid=10475855067420725303,Cl. 1ª A,5.0,,BOLIVAR,,,[],0,neutral,
1410,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Parador Restaurante La Tilapia,"establishment,food,point_of_interest,restaurant",2.1371789,-76.94747939999999,"El Bordo-Rosas, Patía",https://maps.google.com/?cid=2687522959287605757,El Bordo-Rosas,5.0,"An excellent restaurant for enjoying delicious tilapia, either smoked, fried, or steamed. Recommended.",LA VEGA,"Un excelente restaurante para disfrutar de una deliciosa tilapia, ya sea ahumada, frita o al vapor. Recomendado.",un excelente restaurante para disfrutar de una deliciosa tilapia ya sea ahumada frita o al vapor recomendado,"['excelente', 'restaurante', 'disfrutar', 'deliciosa', 'tilapia', 'ahumada', 'frita', 'vapor', 'recomendado']",3,positive,excelente restaurante disfrutar deliciosa tilapia ahumada frita vapor recomendado
1411,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Parador Restaurante La Tilapia,"establishment,food,point_of_interest,restaurant",2.1371789,-76.94747939999999,"El Bordo-Rosas, Patía",https://maps.google.com/?cid=2687522959287605757,El Bordo-Rosas,3.0,"The ribs were very good, the soup delicious, the tilapia so-so",LA VEGA,"Las costillas eran muy buenas, la sopa deliciosa, la tilapia tan",las costillas eran muy buenas la sopa deliciosa la tilapia tan,"['costillas', 'buenas', 'sopa', 'deliciosa', 'tilapia', 'tan']",1,positive,costillas buenas sopa deliciosa tilapia tan
1412,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Parador Restaurante La Tilapia,"establishment,food,point_of_interest,restaurant",2.1371789,-76.94747939999999,"El Bordo-Rosas, Patía",https://maps.google.com/?cid=2687522959287605757,El Bordo-Rosas,5.0,The fried smoked tilapia is a specialty and worth a stop any time of day...,LA VEGA,La tilapia ahumada frita es una especialidad y vale la pena parar en cualquier hora del día ...,la tilapia ahumada frita es una especialidad y vale la pena parar en cualquier hora del dia,"['tilapia', 'ahumada', 'frita', 'especialidad', 'vale', 'pena', 'parar', 'cualquier', 'hora', 'dia']",0,neutral,tilapia ahumada frita especialidad vale pena parar cualquier hora dia
1413,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Parador Restaurante La Tilapia,"establishment,food,point_of_interest,restaurant",2.1371789,-76.94747939999999,"El Bordo-Rosas, Patía",https://maps.google.com/?cid=2687522959287605757,El Bordo-Rosas,3.0,"There's no one to serve you. You wait and wait, and they don't take your order. The fish is very good, but sometimes the service makes you not want to go anymore.",LA VEGA,"No hay nadie para servirte. Esperas y esperas, y no toman tu pedido. El pescado es muy bueno, pero a veces el servicio te hace no querer ir más.",no hay nadie para servirte esperas y esperas y no toman tu pedido el pescado es muy bueno pero a veces el servicio te hace no querer ir mas,"['nadie', 'servirte', 'esperas', 'esperas', 'toman', 'pedido', 'pescado', 'bueno', 'veces', 'servicio', 'hace', 'querer']",-1,negative,nadie servirte esperas esperas toman pedido pescado bueno veces servicio hace querer
1414,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Parador Restaurante La Tilapia,"establishment,food,point_of_interest,restaurant",2.1371789,-76.94747939999999,"El Bordo-Rosas, Patía",https://maps.google.com/?cid=2687522959287605757,El Bordo-Rosas,5.0,Very good proportions,LA VEGA,Muy buenas proporciones,muy buenas proporciones,"['buenas', 'proporciones']",0,neutral,buenas proporciones
1415,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Restautante El Camionero Rica Comida,"establishment,food,point_of_interest,restaurant",2.1695776,-76.9020455,Patia,https://maps.google.com/?cid=11902253737860670250,,4.0,"The food here is delicious, well-seasoned, and reasonably priced. It's a very well-maintained place.",LA SIERRA,"La comida aquí es deliciosa, bien sazonada y tiene un precio razonable. Es un lugar muy bien mantenido.",la comida aqui es deliciosa bien sazonada y tiene un precio razonable es un lugar muy bien mantenido,"['comida', 'deliciosa', 'bien', 'sazonada', 'precio', 'razonable', 'lugar', 'bien', 'mantenido']",1,positive,comida deliciosa bien sazonada precio razonable bien mantenido
1416,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Restautante El Camionero Rica Comida,"establishment,food,point_of_interest,restaurant",2.1695776,-76.9020455,Patia,https://maps.google.com/?cid=11902253737860670250,,5.0,Excellent seasoning,LA SIERRA,Excelente condimento,excelente condimento,"['excelente', 'condimento']",1,positive,excelente condimento
1417,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Restautante El Camionero Rica Comida,"establishment,food,point_of_interest,restaurant",2.1695776,-76.9020455,Patia,https://maps.google.com/?cid=11902253737860670250,,5.0,"Despite being run by young people, the food and accommodation are good and the price is excellent.",LA SIERRA,"A pesar de ser administrados por jóvenes, la comida y el alojamiento son buenos y el precio es excelente.",a pesar de ser administrados por jovenes la comida y el alojamiento son buenos y el precio es excelente,"['pesar', 'administrados', 'jovenes', 'comida', 'alojamiento', 'buenos', 'precio', 'excelente']",1,positive,pesar administrados jovenes comida alojamiento buenos precio excelente
1418,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Restautante El Camionero Rica Comida,"establishment,food,point_of_interest,restaurant",2.1695776,-76.9020455,Patia,https://maps.google.com/?cid=11902253737860670250,,5.0,"Exquisite food, super recommended, finger-licking dishes.",LA SIERRA,"Comida exquisita, súper recomendado y platos que se aceleran con los dedos.",comida exquisita super recomendado y platos que se aceleran con los dedos,"['comida', 'exquisita', 'super', 'recomendado', 'platos', 'aceleran', 'dedos']",1,positive,comida exquisita super recomendado platos aceleran dedos
1419,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Restautante El Camionero Rica Comida,"establishment,food,point_of_interest,restaurant",2.1695776,-76.9020455,Patia,https://maps.google.com/?cid=11902253737860670250,,4.0,"Good food, good service, ideal place and food for travelers and truckers at a good price.",LA SIERRA,"Buena comida, buen servicio, lugar ideal y comida para viajeros y camioneros a un buen precio.",buena comida buen servicio lugar ideal y comida para viajeros y camioneros a un buen precio,"['buena', 'comida', 'buen', 'servicio', 'lugar', 'ideal', 'comida', 'viajeros', 'camioneros', 'buen', 'precio']",2,positive,buena comida buen servicio ideal comida viajeros camioneros buen precio
1420,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Sazón Serrano,"establishment,food,point_of_interest,restaurant",2.1828182,-76.75969830000001,"Salida norte, La Sierra",https://maps.google.com/?cid=13356748526689360586,Salida norte,5.0,"It is a very nice and cozy place, and the sancocho and beans are delicious 😋",LA SIERRA,"Es un lugar muy agradable y acogedor, y el sancocho y los frijoles son deliciosos 😋",es un lugar muy agradable y acogedor y el sancocho y los frijoles son deliciosos,"['lugar', 'agradable', 'acogedor', 'sancocho', 'frijoles', 'deliciosos']",0,neutral,agradable acogedor sancocho frijoles deliciosos
1421,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Sazón Serrano,"establishment,food,point_of_interest,restaurant",2.1828182,-76.75969830000001,"Salida norte, La Sierra",https://maps.google.com/?cid=13356748526689360586,Salida norte,5.0,"Excellent seasoning, highly recommended.",LA SIERRA,"Excelente condimento, muy recomendable.",excelente condimento muy recomendable,"['excelente', 'condimento', 'recomendable']",2,positive,excelente condimento recomendable
1422,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Sazón Serrano,"establishment,food,point_of_interest,restaurant",2.1828182,-76.75969830000001,"Salida norte, La Sierra",https://maps.google.com/?cid=13356748526689360586,Salida norte,5.0,"Excelente servicio, totalmente recomendado.",LA SIERRA,"Excelente servicio, totalmente recomendado.",excelente servicio totalmente recomendado,"['excelente', 'servicio', 'totalmente', 'recomendado']",1,positive,excelente servicio totalmente recomendado
1423,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Sazón Serrano,"establishment,food,point_of_interest,restaurant",2.1828182,-76.75969830000001,"Salida norte, La Sierra",https://maps.google.com/?cid=13356748526689360586,Salida norte,5.0,,LA SIERRA,,,[],0,neutral,
1424,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Sazón Serrano,"establishment,food,point_of_interest,restaurant",2.1828182,-76.75969830000001,"Salida norte, La Sierra",https://maps.google.com/?cid=13356748526689360586,Salida norte,5.0,,LA SIERRA,,,[],0,neutral,
1425,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Restaurante La Brasa,"establishment,food,point_of_interest,restaurant",2.1757853,-76.7651425,La Sierra,https://maps.google.com/?cid=17115119265925317115,,5.0,"Very good service and very delicious food, highly recommended to go with family and a group of friends.",LA SIERRA,"Muy buen servicio y comida muy deliciosa, muy recomendable para ir con familiares y un grupo de amigos.",muy buen servicio y comida muy deliciosa muy recomendable para ir con familiares y un grupo de amigos,"['buen', 'servicio', 'comida', 'deliciosa', 'recomendable', 'familiares', 'grupo', 'amigos']",2,positive,buen servicio comida deliciosa recomendable familiares grupo amigos
1426,CAUCA,LA SIERRA,19392,Restaurantes,Restaurantes,Restaurante La Brasa,"establishment,food,point_of_interest,restaurant",2.1757853,-76.7651425,La Sierra,https://maps.google.com/?cid=17115119265925317115,,5.0,,LA SIERRA,,,[],0,neutral,
1427,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Estadero La Paradita,"establishment,food,point_of_interest,restaurant",2.137335,-76.94710599999999,Patia,https://maps.google.com/?cid=17055591659751016,,4.0,"The Smoked Tilapia is very delicious, the place is fresh and the service is good",LA VEGA,"La tilapia ahumada es muy deliciosa, el lugar está fresco y el servicio es bueno",la tilapia ahumada es muy deliciosa el lugar esta fresco y el servicio es bueno,"['tilapia', 'ahumada', 'deliciosa', 'lugar', 'fresco', 'servicio', 'bueno']",0,neutral,tilapia ahumada deliciosa fresco servicio bueno
1428,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Estadero La Paradita,"establishment,food,point_of_interest,restaurant",2.137335,-76.94710599999999,Patia,https://maps.google.com/?cid=17055591659751016,,4.0,Very good service and flavor of the tilapia and other dishes.,LA VEGA,Muy buen servicio y sabor de la tilapia y otros platos.,muy buen servicio y sabor de la tilapia y otros platos,"['buen', 'servicio', 'sabor', 'tilapia', 'platos']",0,neutral,buen servicio sabor tilapia platos
1429,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Estadero La Paradita,"establishment,food,point_of_interest,restaurant",2.137335,-76.94710599999999,Patia,https://maps.google.com/?cid=17055591659751016,,4.0,"Delicious tilapia, a good place to stop on the Pasto - Popayán route",LA VEGA,"Deliciosa tilapia, un buen lugar para detenerse en la ruta de Pasto - Popayán",deliciosa tilapia un buen lugar para detenerse en la ruta de pasto popayan,"['deliciosa', 'tilapia', 'buen', 'lugar', 'detenerse', 'ruta', 'pasto', 'popayan']",2,positive,deliciosa tilapia buen detenerse ruta pasto popayan
1430,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Estadero La Paradita,"establishment,food,point_of_interest,restaurant",2.137335,-76.94710599999999,Patia,https://maps.google.com/?cid=17055591659751016,,3.0,"Regular attention, there are no fans, otherwise everything is fine",LA VEGA,"Atención regular, no hay fanáticos, de lo contrario todo está bien",atencion regular no hay fanaticos de lo contrario todo esta bien,"['atencion', 'regular', 'fanaticos', 'contrario', 'todo', 'bien']",-1,negative,atencion regular fanaticos contrario todo bien
1431,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Estadero La Paradita,"establishment,food,point_of_interest,restaurant",2.137335,-76.94710599999999,Patia,https://maps.google.com/?cid=17055591659751016,,1.0,"The uncleanliness, especially in the bathrooms, is vulgar and disgusting.",LA VEGA,"La impureza, especialmente en los baños, es vulgar y repugnante.",la impureza especialmente en los banos es vulgar y repugnante,"['impureza', 'especialmente', 'banos', 'vulgar', 'repugnante']",0,neutral,impureza especialmente banos vulgar repugnante
1432,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Finca Galindez,"establishment,food,point_of_interest,restaurant",2.0647895,-76.8109369,"El recreo cauca, La Vega",https://maps.google.com/?cid=10308562170605781497,El recreo cauca,5.0,,LA VEGA,,,[],0,neutral,
1433,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Finca Galindez,"establishment,food,point_of_interest,restaurant",2.0647895,-76.8109369,"El recreo cauca, La Vega",https://maps.google.com/?cid=10308562170605781497,El recreo cauca,5.0,,LA VEGA,,,[],0,neutral,
1434,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Finca Galindez,"establishment,food,point_of_interest,restaurant",2.0647895,-76.8109369,"El recreo cauca, La Vega",https://maps.google.com/?cid=10308562170605781497,El recreo cauca,5.0,,LA VEGA,,,[],0,neutral,
1435,CAUCA,LA VEGA,19397,Restaurantes,Restaurantes,Finca Galindez,"establishment,food,point_of_interest,restaurant",2.0647895,-76.8109369,"El recreo cauca, La Vega",https://maps.google.com/?cid=10308562170605781497,El recreo cauca,5.0,,LA VEGA,,,[],0,neutral,
1436,CAUCA,ALMAGUER,19022,Restaurantes,Restaurantes,Capital Food,"bar,establishment,food,point_of_interest,restaurant",1.9146924,-76.85630239999999,"Unnamed Road, Almaguer",https://maps.google.com/?cid=1950834935405980149,Unnamed Road,5.0,"I found the best patacones in all of Cauca in Almaguer, Cauca. Highly recommended.",ALMAGUER,"Encontré las mejores pataconas en toda Cauca en Almaguer, Cauca. Muy recomendable.",encontre las mejores pataconas en toda cauca en almaguer cauca muy recomendable,"['encontre', 'mejores', 'pataconas', 'toda', 'recomendable']",2,positive,encontre mejores pataconas toda recomendable
1437,CAUCA,LA SIERRA,19392,Restaurantes,Gastronomía local,Restautante El Camionero Rica Comida,"establishment,food,point_of_interest,restaurant",2.1695776,-76.9020455,Patia,https://maps.google.com/?cid=11902253737860670250,,4.0,"The food here is delicious, well-seasoned, and reasonably priced. It's a very well-maintained place.",LA SIERRA,"La comida aquí es deliciosa, bien sazonada y tiene un precio razonable. Es un lugar muy bien mantenido.",la comida aqui es deliciosa bien sazonada y tiene un precio razonable es un lugar muy bien mantenido,"['comida', 'deliciosa', 'bien', 'sazonada', 'precio', 'razonable', 'lugar', 'bien', 'mantenido']",1,positive,comida deliciosa bien sazonada precio razonable bien mantenido
1438,CAUCA,LA SIERRA,19392,Restaurantes,Gastronomía local,Restautante El Camionero Rica Comida,"establishment,food,point_of_interest,restaurant",2.1695776,-76.9020455,Patia,https://maps.google.com/?cid=11902253737860670250,,5.0,Excellent seasoning,LA SIERRA,Excelente condimento,excelente condimento,"['excelente', 'condimento']",1,positive,excelente condimento
1439,CAUCA,LA SIERRA,19392,Restaurantes,Gastronomía local,Restautante El Camionero Rica Comida,"establishment,food,point_of_interest,restaurant",2.1695776,-76.9020455,Patia,https://maps.google.com/?cid=11902253737860670250,,5.0,"Despite being run by young people, the food and accommodation are good and the price is excellent.",LA SIERRA,"A pesar de ser administrados por jóvenes, la comida y el alojamiento son buenos y el precio es excelente.",a pesar de ser administrados por jovenes la comida y el alojamiento son buenos y el precio es excelente,"['pesar', 'administrados', 'jovenes', 'comida', 'alojamiento', 'buenos', 'precio', 'excelente']",1,positive,pesar administrados jovenes comida alojamiento buenos precio excelente
1440,CAUCA,LA SIERRA,19392,Restaurantes,Gastronomía local,Restautante El Camionero Rica Comida,"establishment,food,point_of_interest,restaurant",2.1695776,-76.9020455,Patia,https://maps.google.com/?cid=11902253737860670250,,5.0,"Exquisite food, super recommended, finger-licking dishes.",LA SIERRA,"Comida exquisita, súper recomendado y platos que se aceleran con los dedos.",comida exquisita super recomendado y platos que se aceleran con los dedos,"['comida', 'exquisita', 'super', 'recomendado', 'platos', 'aceleran', 'dedos']",1,positive,comida exquisita super recomendado platos aceleran dedos
1441,CAUCA,LA SIERRA,19392,Restaurantes,Gastronomía local,Restautante El Camionero Rica Comida,"establishment,food,point_of_interest,restaurant",2.1695776,-76.9020455,Patia,https://maps.google.com/?cid=11902253737860670250,,4.0,"Good food, good service, ideal place and food for travelers and truckers at a good price.",LA SIERRA,"Buena comida, buen servicio, lugar ideal y comida para viajeros y camioneros a un buen precio.",buena comida buen servicio lugar ideal y comida para viajeros y camioneros a un buen precio,"['buena', 'comida', 'buen', 'servicio', 'lugar', 'ideal', 'comida', 'viajeros', 'camioneros', 'buen', 'precio']",2,positive,buena comida buen servicio ideal comida viajeros camioneros buen precio
1442,CAUCA,LA VEGA,19397,Restaurantes,Gastronomía local,Asadero Y Restaurante Donde Yenni,"establishment,food,point_of_interest,restaurant",2.1181965,-76.7748067,"Barrio Corea, La Vega",https://maps.google.com/?cid=7023000650936536960,Barrio Corea,5.0,"They offer you typical dishes at a very affordable price, the cost of a meal here is really cheap. The service is excellent. The food is not to mention (very good), I recommend stopping here.",LA VEGA,"Le ofrecen platos típicos a un precio muy asequible, el costo de una comida aquí es realmente barato. El servicio es excelente. La comida no debe mencionar (muy buena), recomiendo detenerse aquí.",le ofrecen platos tipicos a un precio muy asequible el costo de una comida aqui es realmente barato el servicio es excelente la comida no debe mencionar muy buena recomiendo detenerse aqui,"['ofrecen', 'platos', 'tipicos', 'precio', 'asequible', 'costo', 'comida', 'realmente', 'barato', 'servicio', 'excelente', 'comida', 'debe', 'mencionar', 'buena', 'recomiendo', 'detenerse']",2,positive,ofrecen platos tipicos precio asequible costo comida realmente barato servicio excelente comida debe mencionar buena recomiendo detenerse
1443,CAUCA,LA VEGA,19397,Restaurantes,Gastronomía local,Asadero Y Restaurante Donde Yenni,"establishment,food,point_of_interest,restaurant",2.1181965,-76.7748067,"Barrio Corea, La Vega",https://maps.google.com/?cid=7023000650936536960,Barrio Corea,5.0,The best restaurant in the sector,LA VEGA,El mejor restaurante del sector,el mejor restaurante del sector,"['mejor', 'restaurante', 'sector']",0,neutral,mejor restaurante sector
1444,CAUCA,LA VEGA,19397,Restaurantes,Gastronomía local,Asadero Y Restaurante Donde Yenni,"establishment,food,point_of_interest,restaurant",2.1181965,-76.7748067,"Barrio Corea, La Vega",https://maps.google.com/?cid=7023000650936536960,Barrio Corea,5.0,,LA VEGA,,,[],0,neutral,
1445,CAUCA,LA VEGA,19397,Restaurantes,Gastronomía local,Asadero Y Restaurante Donde Yenni,"establishment,food,point_of_interest,restaurant",2.1181965,-76.7748067,"Barrio Corea, La Vega",https://maps.google.com/?cid=7023000650936536960,Barrio Corea,5.0,,LA VEGA,,,[],0,neutral,
1446,CAUCA,LA VEGA,19397,Restaurantes,Gastronomía local,Parador Restaurante La Tilapia,"establishment,food,point_of_interest,restaurant",2.1371789,-76.94747939999999,"El Bordo-Rosas, Patía",https://maps.google.com/?cid=2687522959287605757,El Bordo-Rosas,5.0,"An excellent restaurant for enjoying delicious tilapia, either smoked, fried, or steamed. Recommended.",LA VEGA,"Un excelente restaurante para disfrutar de una deliciosa tilapia, ya sea ahumada, frita o al vapor. Recomendado.",un excelente restaurante para disfrutar de una deliciosa tilapia ya sea ahumada frita o al vapor recomendado,"['excelente', 'restaurante', 'disfrutar', 'deliciosa', 'tilapia', 'ahumada', 'frita', 'vapor', 'recomendado']",3,positive,excelente restaurante disfrutar deliciosa tilapia ahumada frita vapor recomendado
1447,CAUCA,LA VEGA,19397,Restaurantes,Gastronomía local,Parador Restaurante La Tilapia,"establishment,food,point_of_interest,restaurant",2.1371789,-76.94747939999999,"El Bordo-Rosas, Patía",https://maps.google.com/?cid=2687522959287605757,El Bordo-Rosas,3.0,"The ribs were very good, the soup delicious, the tilapia so-so",LA VEGA,"Las costillas eran muy buenas, la sopa deliciosa, la tilapia tan",las costillas eran muy buenas la sopa deliciosa la tilapia tan,"['costillas', 'buenas', 'sopa', 'deliciosa', 'tilapia', 'tan']",1,positive,costillas buenas sopa deliciosa tilapia tan
1448,CAUCA,LA VEGA,19397,Restaurantes,Gastronomía local,Parador Restaurante La Tilapia,"establishment,food,point_of_interest,restaurant",2.1371789,-76.94747939999999,"El Bordo-Rosas, Patía",https://maps.google.com/?cid=2687522959287605757,El Bordo-Rosas,5.0,The fried smoked tilapia is a specialty and worth a stop any time of day...,LA VEGA,La tilapia ahumada frita es una especialidad y vale la pena parar en cualquier hora del día ...,la tilapia ahumada frita es una especialidad y vale la pena parar en cualquier hora del dia,"['tilapia', 'ahumada', 'frita', 'especialidad', 'vale', 'pena', 'parar', 'cualquier', 'hora', 'dia']",0,neutral,tilapia ahumada frita especialidad vale pena parar cualquier hora dia
1449,CAUCA,LA VEGA,19397,Restaurantes,Gastronomía local,Parador Restaurante La Tilapia,"establishment,food,point_of_interest,restaurant",2.1371789,-76.94747939999999,"El Bordo-Rosas, Patía",https://maps.google.com/?cid=2687522959287605757,El Bordo-Rosas,3.0,"There's no one to serve you. You wait and wait, and they don't take your order. The fish is very good, but sometimes the service makes you not want to go anymore.",LA VEGA,"No hay nadie para servirte. Esperas y esperas, y no toman tu pedido. El pescado es muy bueno, pero a veces el servicio te hace no querer ir más.",no hay nadie para servirte esperas y esperas y no toman tu pedido el pescado es muy bueno pero a veces el servicio te hace no querer ir mas,"['nadie', 'servirte', 'esperas', 'esperas', 'toman', 'pedido', 'pescado', 'bueno', 'veces', 'servicio', 'hace', 'querer']",-1,negative,nadie servirte esperas esperas toman pedido pescado bueno veces servicio hace querer
1450,CAUCA,LA VEGA,19397,Restaurantes,Gastronomía local,Parador Restaurante La Tilapia,"establishment,food,point_of_interest,restaurant",2.1371789,-76.94747939999999,"El Bordo-Rosas, Patía",https://maps.google.com/?cid=2687522959287605757,El Bordo-Rosas,5.0,Very good proportions,LA VEGA,Muy buenas proporciones,muy buenas proporciones,"['buenas', 'proporciones']",0,neutral,buenas proporciones
